Name;Address;Location;Price;Cuisine;Longitude;Latitude;PhoneNumber;Url;WebsiteUrl;Award;GreenStar;FacilitiesAndServices;Description
Muga;ul. Krysiewicza 5, Pozna?, 61 825, Poland;Pozna?, Poland;€€€€;Modern Cuisine;16.9288155;52.4038298;48618551035;https://guide.michelin.com/en/wielkopolskie/poznan_2395985/restaurant/muga;https://www.restauracjamuga.pl/;1 Star;0;Air conditioning,Interesting wine list;"Setting a high standard in the Poznan dining scene for many years, Muga is an elegant place with plush, understated décor and classically formal service that mirrors the surroundings. The French-based cooking shows both utmost skill and a welcome restraint; grassy white asparagus, for example, might excel in the simple company of rich pistachio and tangy bilberry. Wine plays a large role too: the list is excellent; Sommelier ?ukasz is charming and generous; and their wine shop Casa de Vinos is just next door if you want to pick something up on the way home."
Rozbrat 20;ul. Rozbrat 20, Warsaw, 00 447, Poland;Warsaw, Poland;€€€€;Modern Cuisine;21.0350918;52.2242187;48690125270;https://guide.michelin.com/en/masovia/warsaw/restaurant/rozbrat-20;https://rozbrat20.com.pl/;1 Star;0;Air conditioning,Interesting wine list;Managing to retain its neighbourhood feel while serving as a destination restaurant within the city, Rozbrat 20 has continued to evolve onwards and upwards over the years. Today, it’s a smart spot where the front room affords a view of the skilled chefs as they work on intricate dishes that have a creative edge – as with a deep, delicious consommé made from unused bread. Look out for the well-judged butter flavoured with Marmite, which the chef took a liking to while working in London.
CieL;50 6/3 Street, Thao Dien Ward, Thu Duc City, Ho Chi Minh City, 713000, Vietnam;Ho Chi Minh City, Vietnam;????;Innovative;106.7341963;10.805146;84903600505;https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/ciel%C2%A0;https://cieldining.com;1 Star;0;Air conditioning,Counter dining,Interesting wine list;"In CieL's intimate dining space, inside a modern villa in Thao Dien, you feel like you're in a friend's home. Dining at the ground-floor counter, you can see into the open kitchen set against the backdrop of a lush tropical garden; the upper floor exudes Nordic elegance. French techniques are fused with Vietnamese soul in the ever-evolving tasting menu. Don't miss the fish maw and custard, a sublime East-meets-West creation. Thoughtful service and wine pairings complete the experience."
Coco Dining;143 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City, 700000, Vietnam;Ho Chi Minh City, Vietnam;???;Innovative;106.6932479;10.7808709;84969730660;https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/coco-dining;https://cocosgn.com;1 Star;0;Air conditioning,Car park,Counter dining,Interesting wine list,Valet parking;This chic establishment, part of CoCo Saigon, boasts a whisky bar, a private party villa, and a stylish dining room with a kitchen counter and black granite tables. Chef Thanh Vuong Vo presents contemporary cuisine that blends Vietnamese recipes with creative flair. A seasonal tasting menu is built around a unique theme, offering a culinary journey through thoughtfully crafted dishes. Each course follows a storyline that unfolds gradually, with flavours designed to complement one another in perfect balance. While the set menu provides a comprehensive dining experience, the à la carte menu is also a great option. It is served in the adjacent dining room, CoCo Grill, which features an open kitchen and a more casual atmosphere.
Akuna;9F, Le Méridien Hotel, 3C Ton Duc Thang Street, Saigon Ward, Ho Chi Minh City, 700000, Vietnam;Ho Chi Minh City, Vietnam;????;Innovative;106.7074227;10.7798895;84911735800;https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/akuna;https://akunarestaurant.com;1 Star;0;Air conditioning,Car park,Counter dining,Great view,Interesting wine list,Valet parking,Wheelchair access;In tune with the restaurant’s name, meaning “flowing water” in the Australian Aboriginal language, the 1,200 light rods hung around the open kitchen evoke a shimmering stream at sunset. Just like flowing water, Chef Aisbett weaves and bends the rules as he casts unexpected light on familiar produce, both local and imported. In the tasting menu, creative European dishes with Vietnamese influences never fail to wow. Aussie and international wine pairing available.
Long Trieu;4F, The Reverie Saigon, Times Square Building, 22-36 Nguyen Hue Boulevard, Saigon Ward, Ho Chi Minh City, 700000, Vietnam;Ho Chi Minh City, Vietnam;????;Cantonese;106.7047515;10.7739539;8,42838E+11;https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/long-trieu;https://www.thereveriesaigon.com/restaurants-bars/long-trieu;1 Star;0;Air conditioning,Car park,Interesting wine list,Valet parking,Wheelchair access;Housed in one of the city’s luxury hotels, the Long Trieu’s lavish dining room boasts jade stonework, traditional gold-leaf painted Chinese scenes and ornate seating. Veteran Hong Kong chef serves a wide range of à la carte and set menus that respect Canton’s culinary heritage. Don't miss the delicious fried prawns with XO sauce or the hot and sour wonton soup. The dim sum menu is only served at lunchtime.
Gia;61 Van Mieu Street, Quoc Tu Giam Ward, Hanoi, 100000, Vietnam;Hanoi, Vietnam;????;Vietnamese Contemporary;105.8359626;21.0274223;84896682996;https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/gia-1202148;https://gia-hanoi.com;1 Star;0;Air conditioning;"Gia ?ình, meaning ""family"", is a reference to chef Sam Tran and partner Long Tran's longing for their homeland during their years working abroad. The restaurant decor draws inspiration from the Temple of Literature just across the road. Their 12-course set menu changes with the seasons and is informed by Vietnamese culinary heritage. Deceptively complex, the beautifully crafted dishes showcase well-judged combinations of subtle flavours, with acidity and texture playing prominent roles."
La Maison 1888;InterContinental Danang Sun Peninsula Resort, Son Tra Ward, Da Nang, 550000, Vietnam;Da Nang, Vietnam;????;French Contemporary;108.3066406;16.1218937;8,42364E+11;https://guide.michelin.com/en/da-nang-region/da-nang_2984390/restaurant/la-maison-1888;https://www.danang.intercontinental.com/dining/la-maison-1888;1 Star;0;Air conditioning,Car park,Great view,Interesting wine list,Terrace;Set in a recreated Indochinese colonial mansion, this upscale restaurant promises a unique dining experience. As you take the cable car to the top of the hill, prepare to indulge in a five- or eight-course set menu. The exquisite dishes are crafted with premium ingredients sourced from Vietnam, France and Japan. The signature spaghetti gratin is a brick-shaped creation, served with truffle sauce for a modern twist on classic flavours.
T?m V?;4B Yen The Street, Ba Dinh Ward, Hanoi, 100000, Vietnam;Hanoi, Vietnam;??;Vietnamese;105.8394747;21.0290282;84966323131;https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/tam-vi;;1 Star;0;Air conditioning;Now with a two-storey expansion and lush courtyard, English-speaking staff and a photo menu, this vintage tea house is more tourist-friendly. It retains its North Vietnamese charm with antique decor, artwork and a rustic elegance, and continues to impart the essence of Vietnamese cuisine. Highlights include ch? ?c (ham with periwinkle snails) served with herbs, vegetables, vermicelli and fish sauce, and the subtle crab soup with malabar spinach in a clear broth.
Hibana by Koki;B1F, Capella Hanoi, 11 Le Phung Hieu Street, Hoan Kiem Ward, Hanoi, 100000, Vietnam;Hanoi, Vietnam;????;Teppanyaki;105.8565699;21.0258394;8,4244E+11;https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/hibana-by-koki;https://capellahotels.com/en/capella-hanoi/dining/koki;1 Star;0;Air conditioning,Car park,Counter dining,Notable sake list,Wheelchair access;Guests are cosseted from start to finish during this theatrical dining experience at the 14-seat counter in the Capella Hanoi hotel basement. Affable Chef Hiroshi Yamaguchi skilfully cooks teppanyaki dishes that are rich and complex in flavour. The menu's distinct decadence is epitomised by the premium ingredients flown in fortnightly from Japan (abalone, spiny lobster, sea urchin and Hokkaido hairy crab). The certified Kyori beef arrives from Yaeyama monthly.
?n?n Saigon;89 Ton That Dam Street, Saigon Ward, Ho Chi Minh City, 710000, Vietnam;Ho Chi Minh City, Vietnam;??;Vietnamese Contemporary;106.7028706;10.7719227;84904792920;https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/anan-saigon;https://anansaigon.com;1 Star;0;Air conditioning,Terrace;After working abroad in Hong Kong, Chicago and Bangkok, chef-owner Peter Cuong Franklin returned to Vietnam to open this restaurant in a lively market. He applies modern cooking techniques to authentic street food recipes to create enticing flavours. Whether it’s the foie gras spring roll, Ha Noi turmeric fish or Wagyu beef mini bánh mì, every dish is a masterclass in well-balanced flavours and textures.
Taquería El Califa de León;Av. Ribera De San Cosme 56, San Rafael, Cuauhtémoc, 06470, Mexico;Cuauhtémoc, Mexico;$;Mexican;-99.1592407;19.4411427;5,25556E+11;https://guide.michelin.com/en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/taqueria-el-califa-de-leon;https://el-califa-de-leon.shop/;1 Star;0;Credit cards not accepted;After more than half a century in business, this taqueria, with just enough room for a handful of diners to stand at its counter, has earned is place in Mexico City's taco pantheon. Its signature creation, the Gaonera taco features thinly sliced beef filet, seared to order and seasoned simply with salt and lime, cooked alongside fresh corn tortillas. A handful of other options, including chuleta (pork chop) and costilla (beef rib) are likewise worth considering, and a duo of excellent house-made salsas make for fine accompaniments.
Cocina de Autor Riviera Maya;Grand Velas, Carr. Cancún - Tulum Km 62, Playa del Carmen, Playa del Carmen, 77710, Mexico;Playa del Carmen, Mexico;$$$$;Creative, Mexican;-87.023315;20.6742921;5,29849E+11;https://guide.michelin.com/en/quintana-roo/playa-del-carmen_2068368/restaurant/cocina-de-autor-riviera-maya;https://rivieramaya.grandvelas.com/dining/cocina-de-autor;1 Star;0;Air conditioning,Interesting wine list;Once inside the opulence of the Grand Velas resort, guests are treated to an indulgent, immersive experience encompassing stunning ocean views, assiduous service, and, of course, singular cuisine. As its name indicates, the cooking here is driven by the creative vision of Chef Nahúm Velasco, who delivers a sophisticated tasting menu that emphasizes novel combinations and compelling textures. A meal might progress from spider crab paired with silky jackfruit, to smoked bacon with tuna, or perhaps a foam of Jerusalem artichoke with huitlacoche and mushrooms. The menu changes regularly with ample originality, surprise, and culinary artistry. A wine pairing celebrating boutique growers in Mexico is a worthy and enlightening splurge.
Olivea Farm to Table;Carr. Federal #3, KM 92.5, La Ruta de Vino Valle de Guadalupe, Ensenada, 22766, Mexico;Ensenada, Mexico;$$$$;Contemporary;-116.6419181;31.9914653;5,26464E+11;https://guide.michelin.com/en/baja-california/ensenada_2059847/restaurant/olivea-farm-to-table;https://www.oliveafarmtotable.com/en/farmtotable;1 Star;1;Interesting wine list;Set inside Casa Olivea hotel, this charming restaurant displays a confident simplicity and purity of flavor on a frequently changing seasonal menu. It wears its farm-to-table bona fides on its sleeve thanks to pristine produce that arrives daily from nearby acreage that is organically and sustainably tended. Guests select between multicourse vegetarian or seafood-forward menus, with a handful of à la carte offerings, and will find equal satisfaction in main dishes like their daily catch with a celeriac puree or grilled octopus atop mole blanco. Desserts, like caramelized plums with a purple basil sorbet or a squash-filled eclair with kohlrabi ice cream, are particularly intriguing.
Pangea;Av. del Roble 660, Valle del Campestre, San Pedro Garza García, 66273, Mexico;San Pedro Garza García, Mexico;$$$;Contemporary, Mexican;-100.3563642;25.6496038;5,28181E+11;https://guide.michelin.com/en/nuevo-leon/san-pedro-garza-garcia_2042888/restaurant/pangea;https://restaurantepangea.com/;1 Star;0;Terrace;After 25 years of operation, Chef Guillermo González Beristáin’s flagship remains a standard bearer for Monterrey’s fine dining scene, offering skillful cooking that combines Mexican cuisine with accents from Asia and France. The stylish space offers diners a choice between an ample à la carte offering and a tasting menu that best highlights the kitchen’s talents. Flavorful dishes, characterized by a sense of balance and astute seasoning, range from a sweet tamal of winter squash paired with crème fraîche and caviar, to a dish of crisp-skinned quail with foie gras mousseline, pistachios, and cherries. Desserts end the meal on an elegant note, like a Pavlova filled with raspberry compote and a sorbet of lychee and white tea.
Conchas de Piedra;Carr. Tecate Km. 93.5, Valle de Guadalupe, 22761, Mexico;Valle de Guadalupe, Mexico;$$$;Seafood, Mexican;-116.6530788;31.9802589;5,26462E+11;https://guide.michelin.com/en/baja-california/valle-de-guadalupe_7770290/restaurant/conchas-de-piedra;https://www.conchasdepiedra.com/;1 Star;1;Car park,Great view,Terrace;This rustic-chic collaboration from the people behind Deckman’s and the winery Casa de Piedra brings together what both places do best: seafood and sparkling wine. The outdoor dining area is casual and inviting thanks to communal tables, café lights strung overhead and a jaunty instrumental playlist. Diners do not need to opt for the full tasting and instead should look to the compact a la carte menu. Sourcing pristine seafood, the kitchen excels with raw or otherwise light preparations in the form of aguachiles and ceviches. A tray (or two) of perfect oysters matched with a crisp and bubbly Blanc de Noir certainly gets the meal off on the right foot, followed by tender, sliced geoduck paired with beet aioli, ponzu and cucumber.
Em;Tonalá 133, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc, Mexico;$$$;Mexican, Contemporary;-99.1619808;19.4152941;5,25535E+11;https://guide.michelin.com/en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/em;https://itsemilia.rest/;1 Star;0;Air conditioning,Terrace,Valet parking;A pre-dinner cocktail at the moody 686 Bar upstairs is a smart way to start an evening in the capable hands of Chef Lucho Martinez. Named for his daughter Emilia, the intimate restaurant on the ground floor suits couples well, while the handsome kitchen takes a contemporary look at Mexican ingredients, many of which are seafood. Think grilled young corn served in a sauce made of coffee, browned butter and yuzu or a tostada bearing Veracruz-style fish stew topped with shaved avocado and caviar. The signature dessert celebrates all things mamey, arriving as a Swiss roll and frozen tartlet. Refined, bold flavors come through clearly in this cuisine.
Los Danzantes Oaxaca;Macedonio Alcalá 403, Interior 4, Colonia Centro, Oaxaca, 68000, Mexico;Oaxaca, Mexico;$$$;Mexican, Traditional Cuisine;-96.7239336;17.0651301;5,29515E+11;https://guide.michelin.com/en/oaxaca/oaxaca-de-juarez_2056768/restaurant/los-danzantes-oaxaca;https://losdanzantesoaxaca.com.mx/;1 Star;1;Terrace;This Oaxaca favorite can count 25 years of history to its name, but that’s not stopping them from forging ahead with their own ideas and sense of refinement. Set in a dazzling, open-air courtyard, the space buzzes as personable servers guide locals and visitors alike. Start with a terrine of vegetables dressed with avocado puree, featuring product from the operation's organic garden north of the city, before moving to the mole sampler, which is a masterclass in sauce work. Salsa borracha is another can’t-miss sauce that shines with tender pork ribs. The tortilla and cafe dessert is a clever play on a traditional local breakfast snack. The restaurant even makes its own mezcal, which is used in their finely made cocktails.
Cocina de Autor Los Cabos;Grand Velas Los Cabos, Carr. Transpeninsular Km. 17, San José del Cabo, Corredor Turístico, Cabo San Lucas, 23405, Mexico;Cabo San Lucas, Mexico;$$$$;Mexican;-109.7917985;22.9683133;5,23222E+11;https://guide.michelin.com/en/baja-california-sur/cabo-san-lucas_2059129/restaurant/cocina-de-autor-los-cabos;https://loscabos.grandvelas.com/dining/cocina-de-autor;1 Star;0;Air conditioning,Interesting wine list,Terrace,Valet parking;Located in the bougainvillea-strewn Grand Velas hotel, this plush oceanfront restaurant is sophisticated, amplified by the resort-formal dress code. The terrace is a nice spot for bites and cocktails, and a few choice tables overlook a koi pond.Two multicourse tasting menus are threaded with global elements and inspirations, and this is a kitchen unafraid of taking risks, especially when it comes to flavor combinations. Start with small plates like a bluefin tuna tart with uni, ginger and lemon. Depending on which menu is selected, diners may encounter entrees like triple-seared angus beef or spiny lobster with a basil sauce.
Masala y Maíz;C. Artículo 123 116, Colonia Centro, Cuauhtémoc, 06040, Mexico;Cuauhtémoc, Mexico;$$;Fusion;-99.1490523;19.432995;5,25513E+11;https://guide.michelin.com/en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/masala-y-maiz;https://www.masalaymaiz.com/;1 Star;0;Air conditioning,Interesting wine list;Always buzzing, Masala y Maiz draws curious diners eager for a taste of this highly original cuisine. Chefs Norma Listman and Saqib Keval cook with a seamless style, effortlessly blending African, Indian, and Mexican cuisines. This is food that leaves a lasting impression, as in samosas tucked with suadero or potato with pepitas and topped with vibrant sauces. Superb prawns from Veracruz are grilled aggressively and come with melting butter infused with vanilla, while chilpachole, a red-hued seafood stew from Veracruz, is revamped with a tamal colado and softshell crab. The meal concludes on a strong note with a rich, fudgy chocolate tamal offset with fresh orange supremes, avocado mousse, and pistachio and rose powders.
Expendio de Maíz;Av. Yucatán 84, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc, Mexico;$$;Mexican;-99.1626171;19.4141912;5,25565E+11;https://guide.michelin.com/en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/expendio-de-maiz;https://www.instagram.com/exp_maiz;1 Star;0;Bring your own bottle,Credit cards not accepted,Terrace;With only four communal tables, no sign, and no menu, this cash-only, sidewalk operation in Roma Norte offers a surprising experience that prioritizes food over fuss. In place of typical creature comforts, find a bustling kitchen that cooks and cooks until diners tap out. It is anyone’s guess as to what’s coming but know that heirloom corn nixtamalized and ground in house serves as the foundation for many of the dishes. Tortillas, sopes, and huaraches alike are molded and griddled to order and then dressed in a dazzling variety of seasonal ingredients and sauces. Tableside salsas pack lightning bolts of heat and enliven every course. Be warned: Reservations are not accepted, and an on-site waitlist gets long in a hurry.
Levadura de Olla Restaurante;C. de Manuel García Vigil #304, Oaxaca, 68000, Mexico;Oaxaca, Mexico;$$;Mexican, Traditional Cuisine;-96.7249541;17.064329;5,29513E+11;https://guide.michelin.com/en/oaxaca/oaxaca-de-juarez_2056768/restaurant/levadura-de-olla-restaurante;https://www.levaduradeolla.mx;1 Star;0;;One could spend an entire afternoon or evening in the shaded, breezy courtyard of the young talent, Chef Thalía Barrios Garcia. Colorful and creative, she channels traditional Oaxacan recipes as well as memories from her hometown of San Mateo Yucutindoo. Local produce takes priority, evident in starters like grilled squash composed with a lush pipián blanco and spearmint. The tamales, which she learned from her grandmother, are peerless. A recent version was enriched with ricotta and enrobed in a duo of moles. Heartfelt, comforting cooking can further be found in delightful preparations like a fried quesadilla filled with the catch of day. A selection of ancestral beverages rounds out the experience.
KOLI Cocina de Origen;Río Amazonas 225, Colonia Del Valle, Monterrey, 66220, Mexico;Monterrey, Mexico;$$$$;Mexican, Creative;-100.3630254;25.6599666;5,28197E+11;https://guide.michelin.com/en/nuevo-leon/monterrey_2041973/restaurant/koli-cocina-de-origen;https://www.koli.mx;1 Star;0;;The three Rivera-Río brothers (Rodrigo, Daniel, and Patricio) combine their talents here, overseeing the culinary, pastry, and front-of-house efforts for this singular establishment. More than perhaps any other, this restaurant embodies the new face of Norteño cuisine, celebrating local ingredients and traditional dishes with a menu that is simultaneously inventive, playful, and bold. A sense of pride in local traditions and ingredients is apparent throughout their immersive tasting menu, whether it’s a suckling pig paired with a distinctive mole neolonés, or an exceptionally tender, reimagined take on cabrito, paired with plum and foie gras. Cocktail pairings, whether with or without alcohol, are both thoughtful and memorable.
Sud 777;Blvd. De La Luz 777, Jardines del Pedregal , Álvaro Obregón, 01900, Mexico;Álvaro Obregón, Mexico;$$;Creative, Mexican;-99.2093593;19.3091352;5,25556E+11;https://guide.michelin.com/en/ciudad-de-mexico/alvaro-obregon_2003790/restaurant/sud-777;https://www.sud777.com.mx/;1 Star;0;;Sud 777 enjoys an enviable location in Mexico City's ritzy Pedregal neighborhood. The space is modern and sprawling, with lofted ceilings, dark wood, and earthy colors.Chef Edgar Núñez presides over a multicourse tasting menu as well as a large a la carte comprising starters like a crispy corn infladita tucked with succulent octopus in a green mole or a sophisticated potato salad with soft boiled eggs and anchovies. As for the dish that simply can't be missed? It's the suckling Pig finished with a pibil-style sauce as well as pineapple, served with house-made tortillas for creating your own tacos.
Lunario;Camino Vecinal Parcela 71 Fracc. 3 Lote 13, San Marcos, El Porvenir, 22750, Mexico;El Porvenir, Mexico;$$$$;Mexican, Contemporary;-116.6628715;32.018246;5,26462E+11;https://guide.michelin.com/en/baja-california/el-porvenir_2059721/restaurant/lunario;https://www.restaurantelunario.com/;1 Star;1;Air conditioning,Car park,Terrace;Open seasonally and set on the grounds of Lomita winery, Lunario is tucked inside a greenhouse-like building. It's a stunning first impression to walk along the winding path to discover this chic, modern space where an open kitchen draws attention and a few counter seats are available for those who enjoy a front-row seat. Chef Sheyla Alvarado presides over two multicourse tasting menus with a seasonal, contemporary and vegetable-forward focus, and many ingredients are sourced from their own farm. Her cooking is creative and bold, evidenced by dishes like the duo of Baja oysters juxtaposing sweet and spicy and the blue corn sope with a brilliant blend of carrot purée, smoked shrimp, and bright bougainvillea. Flan in chamomile vinegar with honey ice cream is an unexpected triumph.
Damiana;Viñedos de la Reina, México 3 Supermanzana, Km. 71, Valle de Guadalupe, 22034, Mexico;Valle de Guadalupe, Mexico;$$$$;Mexican, Fusion;-116.5288726;32.1384068;5,26463E+11;https://guide.michelin.com/en/baja-california/valle-de-guadalupe_7770290/restaurant/damiana;https://www.damianarestaurant.com;1 Star;0;Car park,Terrace;Nestled on the Viñedos de la Reina property, Damiana is a dream setting. Under the canopy of several large trees, generously spaced tables amid thriving garden beds create an intimate, exclusive feel. The ever-friendly Chef Esteban Lluis celebrates the bounty of the region with a seasonal, multicourse tasting menu that regularly highlights pristine seafood in a creative, contemporary way. As beautiful as they look, dishes like grilled rockfish or seafood rice are equally compelling in taste. Looking to the land, local suckling pig served with mole, tortillas and fiery salsas was another recent stunner. In terms of beverage, wine pairings highlight excellent producers primarily from Mexico.
Rosetta;Colima 166, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc, Mexico;$$;Creative, Mexican;-99.1597893;19.4198433;5,25555E+11;https://guide.michelin.com/en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/rosetta;https://rosetta.com.mx;1 Star;0;Terrace;Chef Elena Reygadas's Rosetta is a perennial favorite, packed with a crowd that comes here for creative cooking that is decidedly Mexican but is inflected with global influences. Dishes are designed for sharing, ideal for those who want to sample more of her ingenious creations like the cabbage tacos with two small rounds of Savoy cabbage, served warm with pistachio puree and romeritos. Blending interesting flavors and textures, this dish is a great play on expectations, and its different shades of green are visually arresting. A sweet potato tamal over toasted pumpkin seeds with a buttermilk sauce and salsa macha is equal parts sweet and savory. Thin slices of Manila mango accompanied by coconut cream and horchata ice cream makes for a lovely ending.
Esquina Común;Fernando Montes De Oca, 86, Condesa, Cuauhtémoc, 06140, Mexico;Cuauhtémoc, Mexico;$$;Mexican, Creative;-99.1767786;19.4138958;;https://guide.michelin.com/en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/esquina-comun;https://www.instagram.com/esquinacomun?igsh=YzVjaTkzOGZzbjB5;1 Star;0;Terrace;The address may no longer be a secret, but reservations at this hot spot are closely guarded (and only available by direct messaging on Instagram). The covered rooftop setting is enhanced with bountiful greenery and a lovely, relaxed vibe.Chef Ana Dolores González and a young, talented team cook with plenty of personality and a solid foundation of strong technique and good ingredients. Styled like a tasting menu and portioned for two, these dishes are impressive. Items of note include the pescado del dia, which may be grilled cod set in a luscious green mole with crushed ripe plantain, fava beans, and pumpkin seeds. Staying on theme, the masa and plantain tamal de pescado is filled with chile red-tinted fish with a flavorful salsa macha.
Animalón;Carr. Tecate-Ensenada Km. 83, Ejido Francisco Zarco, Valle de Guadalupe, 22750, Mexico;Valle de Guadalupe, Mexico;$$$$;Mexican, Contemporary;-116.6002861;32.0674475;5,26644E+11;https://guide.michelin.com/en/baja-california/valle-de-guadalupe_7770290/restaurant/animalon;https://www.animalonbaja.com/;1 Star;0;Car park,Interesting wine list,Terrace;Many restaurants claim to be transporting, but how many deliver on the promise? Animalón certainly does. In season, this spot shines with an al fresco dining space under a centuries-old oak tree (during colder months, they move to a pop-up space). It's the very definition of tranquility, yet with owner Javier Plascencia at the helm, it's equally thrilling.The contemporary Mexican cuisine pulls influences from all over the country. The kitchen's vision is apparent in dishes like beer-braised barbacoa wrapped in a banana leaf, steamed and smoked in a pig's bladder, then served tableside for a dramatic presentation. Meanwhile, a tableside pour of tomato broth infused with chocolate clams is equal parts sweet, savory, and gently spicy.
HA';Hotel Xcaret, Carr. Chetumal - Puerto Juárez Kilometro 282, Solidaridad, Playa del Carmen, 77710, Mexico;Playa del Carmen, Mexico;$$$$;Mexican, Contemporary;-87.1114426;20.5893883;5,29842E+11;https://guide.michelin.com/en/quintana-roo/playa-del-carmen_2068368/restaurant/ha-1208266;https://www.hotelxcaretmexico.com/en/ha-restaurant/;1 Star;0;Air conditioning,Car park,Interesting wine list;If you’re not staying at the Hotel Xcaret, be sure to devote extra time to arrive at this restaurant, as it involves some navigation. However, once you’ve found it, you’re in for a treat. The cuisine has a definite French bent, which is perhaps no surprise given Chef Carlos Gaytán’s training, but there is nonetheless a confident use of distinctly Mexican flavors and ingredients. This is cooking with a clear sense of identity and strong technique, and noteworthy for bold, creative flavor combinations. The mushroom beignet decorated with a frilly crisp of cauliflower in a creamy truffle and mint sauce is a standout, as is the seared filet mignon with crispy potato mille-feuille garnished with house-cured ikura. Even the palate cleanser, a rosemary ice cream set on pearls of honeydew and cantaloupe, is memorable. Choose the wine pairing to learn more about Mexican wines.
Máximo;Álvaro Obregón, 65 Bis, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc, Mexico;$$$$;Mexican;-99.1579904;19.4188657;5,25553E+11;https://guide.michelin.com/en/ciudad-de-mexico/cuauhtemoc_1995126/restaurant/maximo;https://www.maximobistrot.com.mx/;1 Star;0;;"While the bones of its industrial past are present, this chic Roma Norte restaurant's gorgeous space boasts white brick, tile, and soaring ceilings. It's breezy and beautiful—and you'll want to linger for hours. Chef Eduardo Garcia's French and globally influenced Mexican cuisine draws attention. Order à la carte or try their tasting menu that begins with a trio of snacks including a beet tartare tartlet topped with caviar; an infladita tucked with Comté cheese foam and caramelized onion, and a tempura-fried shiso leaf with kanpachi. From the abalone tostada with pepita sauce to the ceviche de pulpo with leche de tigre, these are creative and wildly flavorful dishes. Desserts lean savory, as in black truffle ice cream or flan topped with caviar."
Nineteen18;Dominikon? Gatv? 11, Vilnius, 01131, Lithuania;Vilnius, Lithuania;€€€€;Modern Cuisine;25.2855231;54.6812129;37060808950;https://guide.michelin.com/en/vilnius-region/vilnius_1985479/restaurant/nineteen18;https://nineteen18.lt;1 Star;0;Air conditioning,Counter dining;Vilnius’ historic centre plays host to a lovely courtyard of shops and eateries, all owned by the same team, with the flagship being this lovely industrial-style restaurant with a refreshingly laid-back feel. You are given a sealed menu – to open either now or later – which comprises a series of around 10 dishes that flow effortlessly into one another. The dumplings with mushrooms are a joy to eat, as is the beautifully cooked Danish beef with a wonderful chicken caramel – and their farm plays a pivotal role when it comes to the produce. The kitchen counter is the place to sit, so that you can interact with Chef Andrius and his genial team.
Džiaugsmas;Vilniaus Gatv? 28, Vilnius, 01144, Lithuania;Vilnius, Lithuania;€€€;Modern Cuisine;25.2805396;54.6829747;37063111153;https://guide.michelin.com/en/vilnius-region/vilnius_1985479/restaurant/dziaugsmas;https://www.dziaugsmas.com/;1 Star;0;Air conditioning;In the very centre of the city sits this fine period house, whose exterior belies the industrial-style modernity that sits within. With several dining areas spread about the building, you can create a new experience every time you come, but meat-lovers should sit in the moody main room where the locally aged meats are on display. Choose from the tasting menu or an à la carte offering memorable dishes such as beetroot with blackcurrant, butter & dashi sauce, seaweed and pickled elderflowers or sea bream ceviche with pine nut milk gel, marinated turnips, jalapenos and coffee.
Demo;T. Šev?enkos Gatv? 16A, Vilnius, 03111, Lithuania;Vilnius, Lithuania;€€€€;Innovative;25.2646205;54.6769416;37066688668;https://guide.michelin.com/en/vilnius-region/vilnius_1985479/restaurant/demo-1210016;https://demoloftas.lt;1 Star;1;Air conditioning;This deliciously different eatery starts out as a café during the day and then morphs into a restaurant on certain evenings near the end of the week. The monochrome décor takes in black ash units, black candles and tiny black & white portraits on the walls – an echo of the equal measures of boldness and restraint in the cooking. Chef-Owner Tadas is wise beyond his years and looks at food in a different way to most. His two imaginative set menus create excitement at every course and are well-matched by interesting wine pairings. The suckling lamb is a highlight, as are desserts like kogel mogel.
